,Reviews,Sentiments
712,"Perfect for the beginner studying the Tarot.: I absolutely adore Ms Morrison's writing and books, so I was very excited when I finally ordered this and got it in the mail. I was never very familiar with the Tarot before I read this, and after reading this, I feel that I have a much greater grasp of it. Her writing style is to the point and friendly without being too aggressively-friendly, which makes it easy to follow and charming to read. Her meditations with each card are treasured, and the spells are varied and simple to use. She also gives personal stories about her experiences with the Tarot, which help the reader (especially the beginner) to relieve any fears or doubts that they might have. Although it isn't the ""most definitive"" text on the Tarot out there, it is certainly one not to be missed.",1
713,"good purchase: i bought this item for my desktop, and to surge protect my cable tv and internet connection, it works great, plenty of outlets, enough space between them is very comfortable,",1
714,Garbage: Battery did not last more than 5 seconds after a long attempt at charging before use. Absolute crap. Should have listened to other reviewers. How do I get my money back???,0
715,"A goldmine of information: The collected papers in this book answered many questions about Celtic Art that I have been asking for years. The book is written to scholarly standards that make the reading pretty tough going if you do not already have a pretty good grasp of the subject. Definitely not for the day tripper looking for romanticized Celtic thrills, this book is a collection of the work of the real experts in Medieval Art and Archaeology of the 7th to 10th centuries in Northern Britain and Ireland.I am not an insider in academic circles so the question left unanswered that most troubles me is ""How will I know when the next International Conference on Insular Art will be held so that I can try to attend it?""",1
716,"this is junk: bought this new from amazon in october 2009, started using it in december 2009 lasted less than 2 months and stop working, don t trust this product",0
717,"It's already outdated.: Struts 1.1 is shaping up to have so much different from 1.0 that it feels like this book is already outdated.DynaActionForms, a feature of 1.1 which may end up largely unused (but which I think will in effect boost dev speed by 50%) are not covered AT ALL in this edition.I would recommend this edition of the book only for the purpose of getting familiarized with 1.0.",0
718,Cliffs notes: Any one who has to read this book for a class or promotional exam; please call the Cliffs Notes company and ask them to write a Cliffs notes booklet for this book. The authors should take their own advice found on pg 83 and avoid aimlessness in the book.,0
719,Great CD: My 3 year old little princess loves this cd. She listens to it for almost every nap and wants to fall to sleep with it at night too. Very pretty and relaxing music. Would highly recommend!,1
720,Letterman Store Should not be trusted.: I purchased a dish network remote back in Feb. The product did arrive before guaranteed time. However it did not work. I had a hard time getting in contact with Letterman store as they would not respond to my e-mails. I posted a review. That got his attention. He then sent me an e mail asking me to remove my bad remarks and that he would refund me my product. He sent me a bad check from an account that had been closed down. So not only did I miss out on my product and funds from purchasing the remote. I have now also been charged fees through my bank for trying to deposit a bad check. Letterman Store should not be trusted so please do not go through what I have gone through and end up with product that are broke and not even get your money back.,0
721,"Don't buy this printer: I purchased this printer in August 1999 (7 months ago) and I am disapointed. I have had problems with the software. It conflicted with my other installed printer drivers so I had to remove them. I also found the direct cable connection software which is part of Windows 98 would not work while the software was installed. Additionally, I have been disapointed with the cost and frequency of replacing cartriges. I would not recommend this printer. I have had other HP printers and in each case was satisfied.",0
